"hgnc_symbol"	"chromosome_name"
"INCENP"	"11"
"INE1"	"X"
"ING1"	"13"
"ING2"	"4"
"ING3"	"7"
"ING4"	"12"
"ING5"	"2"
"INGX"	"X"
"INHA"	"2"
"INHBA"	"7"
"INHBA-AS1"	"7"
"INHBB"	"2"
"INHBE"	"12"
"INIP"	"9"
"INMT"	"7"
"INO80"	"15"
"INO80B"	"2"
"INO80B-WBP1"	"2"
"INO80C"	"18"
"INO80D"	"2"
"INO80D"	"CHR_HSCHR2_6_CTG7_2"
"INO80E"	"16"
"INPP4A"	"2"
"INPP5A"	"10"
"INPP5B"	"1"
"INPP5E"	"9"
"INPP5F"	"10"
"INPP5J"	"22"
"INPP5K"	"17"
"INSC"	"11"
"INSIG1"	"7"
"INSIG2"	"2"
"INSL3"	"19"
"INSM1"	"20"
"INSR"	"19"
"INTS10"	"8"
"INTS12"	"4"
"INTS6"	"13"
"INTS8"	"8"
"INTS9"	"8"
"INTU"	"4"
"INVS"	"9"
"IP6K1"	"3"
"IP6K2"	"3"
"IP6K3"	"6"
"IPCEF1"	"6"
"IPMK"	"10"
"IPO11"	"5"
"IPO13"	"1"
"IPP"	"1"
"IPPK"	"9"
"IQCA1"	"2"
"IQCB1"	"3"
"IQCC"	"1"
"IQCD"	"12"
"IQCE"	"7"
"IQCG"	"3"
"IQCH"	"15"
"IQCH-AS1"	"15"
"IQCJ-SCHIP1"	"3"
"IQCK"	"16"
"IQGAP3"	"1"
"IQSEC1"	"3"
"IQSEC2"	"X"
"IQSEC3"	"12"
"IQSEC3"	"CHR_HSCHR12_1_CTG1"
"IQUB"	"7"
"IRAK1BP1"	"6"
"IRAK2"	"3"
"IRAK3"	"12"
"IREB2"	"15"
"IRF1"	"5"
"IRF2"	"4"
"IRF2BPL"	"14"
"IRF4"	"6"
"IRF5"	"7"
"IRF6"	"1"
"IRF7"	"CHR_HSCHR11_1_CTG8"
"IRF7"	"11"
"IRF8"	"16"
"IRF9"	"14"
"IRF9"	"CHR_HG1_PATCH"
"IRGM"	"5"
"IRS1"	"2"
"IRS2"	"13"
"IRS4"	"X"
"IRX2"	"5"
"IRX3"	"16"
"IRX5"	"16"
"ISCA1"	"9"
"ISCA2"	"14"
"ISCU"	"12"
"ISG20L2"	"1"
"ISL1"	"5"
"ISL2"	"15"
"ISLR2"	"15"
"ISM1"	"20"
"ISM1-AS1"	"20"
"ISM2"	"14"
"ISX"	"22"
"ISY1"	"3"
"ISY1-RAB43"	"3"
"ISYNA1"	"19"
"ITFG1"	"16"
"ITFG2"	"12"
"ITGA10"	"1"
"ITGA11"	"15"
"ITGA2B"	"17"
"ITGA4"	"2"
"ITGA8"	"10"
"ITGA9"	"3"
"ITGAD"	"16"
"ITGAE"	"17"
"ITGAL"	"16"
"ITGB1BP1"	"2"
"ITGB1BP2"	"X"
"ITGB2-AS1"	"21"
"ITGB3"	"17"
"ITGB3BP"	"1"
"ITGB7"	"12"
"ITGB8"	"7"
"ITGBL1"	"13"
"ITIH5"	"10"
"ITIH6"	"X"
"ITK"	"5"
"ITLN2"	"1"
"ITM2A"	"X"
"ITM2B"	"13"
"ITM2C"	"2"
"ITPK1-AS1"	"CHR_HSCHR14_7_CTG1"
"ITPK1-AS1"	"14"
"ITPKA"	"15"
"ITPKB"	"1"
"ITPKC"	"19"
"ITPR1"	"3"
"ITPRIP"	"10"
"ITPRIPL1"	"2"
"ITPRIPL2"	"16"
"ITSN2"	"2"
"IVNS1ABP"	"1"
"IWS1"	"2"
"IYD"	"6"
"IZUMO1"	"19"
"IZUMO2"	"19"
"IZUMO4"	"19"
"JAG1"	"20"
"JAG2"	"14"
"JAK1"	"1"
"JAK2"	"9"
"JAK3"	"19"
"JAKMIP1"	"4"
"JAKMIP2"	"5"
"JAKMIP3"	"10"
"JAM2"	"21"
"JAM3"	"11"
"JARID2"	"6"
"JAZF1"	"7"
"JDP2"	"14"
"JKAMP"	"14"
"JMJD1C"	"10"
"JMJD1C-AS1"	"10"
"JMJD4"	"1"
"JMJD6"	"17"
"JMJD7"	"15"
"JMJD7-PLA2G4B"	"15"
"JMJD8"	"16"
"JMY"	"5"
"JOSD1"	"22"
"JOSD2"	"19"
"JPH1"	"8"
"JPH2"	"20"
"JPH3"	"16"
"JPH4"	"14"
"JPX"	"X"
"JRK"	"8"
"JRKL"	"11"
"JSRP1"	"19"
"JTB"	"1"
"JUN"	"1"
"JUNB"	"19"
"JUND"	"19"
"KAAG1"	"6"
"KALRN"	"3"
"KANK1"	"9"
"KANK3"	"19"
"KANK4"	"1"
"KANSL1"	"CHR_HSCHR17_2_CTG5"
"KANSL1"	"17"
"KANSL1"	"CHR_HSCHR17_1_CTG5"
"KANSL1-AS1"	"CHR_HSCHR17_2_CTG5"
"KANSL1-AS1"	"17"
"KANSL1-AS1"	"CHR_HSCHR17_1_CTG5"
"KANSL1L"	"2"
"KANSL2"	"12"
"KANSL3"	"2"
"KAT2A"	"17"
"KAT2B"	"3"
"KAT5"	"11"
"KAT6A"	"8"
"KAT6B"	"10"
"KAT6B"	"CHR_HG2191_PATCH"
"KAT7"	"17"
"KAT8"	"16"
"KATNAL1"	"13"
"KATNAL2"	"18"
"KATNB1"	"16"
"KATNBL1"	"15"
"KAZALD1"	"10"
"KAZN"	"1"
"KBTBD12"	"3"
"KBTBD2"	"7"
"KBTBD3"	"11"
"KBTBD4"	"11"
"KBTBD4"	"CHR_HG2114_PATCH"
"KBTBD6"	"13"
"KBTBD7"	"13"
"KBTBD8"	"3"
"KCNA2"	"1"
"KCNA3"	"1"
"KCNA5"	"12"
"KCNA6"	"12"
"KCNA7"	"19"
"KCNAB1"	"3"
"KCNAB2"	"1"
"KCNAB3"	"17"
"KCNB1"	"20"
"KCNC3"	"19"
"KCNC4"	"1"
"KCND1"	"X"
"KCND2"	"7"
"KCND3"	"1"
"KCNE1"	"21"
"KCNE2"	"21"
"KCNE3"	"11"
"KCNE4"	"2"
"KCNF1"	"2"
"KCNG1"	"20"
"KCNG2"	"18"
"KCNG3"	"2"
"KCNH1"	"1"
"KCNH2"	"7"
"KCNH3"	"12"
"KCNH4"	"17"
"KCNH6"	"17"
"KCNH8"	"3"
"KCNIP1"	"5"
"KCNIP2"	"10"
"KCNIP3"	"2"
"KCNIP4"	"CHR_HSCHR4_1_CTG4"
"KCNIP4"	"4"
"KCNJ10"	"1"
"KCNJ11"	"11"
"KCNJ12"	"17"
"KCNJ13"	"2"
"KCNJ14"	"19"
"KCNJ15"	"21"
"KCNJ16"	"17"
"KCNJ2"	"17"
"KCNJ2-AS1"	"17"
"KCNJ3"	"2"
"KCNJ4"	"22"
"KCNJ5"	"11"
"KCNJ8"	"12"
"KCNJ9"	"1"
"KCNK1"	"1"
"KCNK10"	"14"
"KCNK12"	"2"
"KCNK13"	"14"
"KCNK15"	"20"
"KCNK17"	"6"
"KCNK2"	"1"
"KCNK3"	"2"
"KCNK5"	"6"
"KCNK6"	"19"
"KCNK7"	"11"
"KCNK9"	"8"
"KCNMA1"	"10"
"KCNMB1"	"5"
"KCNMB2"	"3"
"KCNMB3"	"3"
"KCNMB4"	"12"
"KCNN1"	"19"
"KCNN2"	"5"
"KCNN3"	"1"
"KCNQ1"	"11"
"KCNQ1"	"CHR_HSCHR11_1_CTG7"
"KCNQ1OT1"	"11"
"KCNQ3"	"8"
"KCNQ4"	"1"
"KCNQ5"	"6"
"KCNRG"	"13"
"KCNS1"	"20"
"KCNS2"	"8"
"KCNS3"	"2"
"KCNT1"	"9"
"KCNT2"	"1"
"KCNV1"	"8"
"KCNV2"	"9"
"KCP"	"7"
"KCTD1"	"18"
"KCTD10"	"12"
"KCTD11"	"17"
"KCTD11"	"CHR_HG2087_PATCH"
"KCTD13"	"16"
"KCTD14"	"11"
"KCTD15"	"19"
"KCTD16"	"5"
"KCTD17"	"22"
"KCTD18"	"2"
"KCTD19"	"16"
"KCTD2"	"17"
"KCTD20"	"6"
"KCTD21"	"11"
"KCTD3"	"1"
"KCTD4"	"13"
"KCTD5"	"16"
"KCTD6"	"3"
"KCTD7"	"7"
"KCTD9"	"8"
"KDELR1"	"19"
"KDELR2"	"7"
"KDELR3"	"22"
"KDM1B"	"6"
"KDM2A"	"11"
"KDM2B"	"12"
"KDM3A"	"2"
"KDM4A"	"1"
"KDM4A-AS1"	"1"
"KDM4B"	"19"
"KDM4C"	"9"
"KDM4D"	"11"
"KDM5A"	"12"
"KDM5B"	"1"
"KDM5D"	"Y"
"KDM6B"	"17"
"KDM8"	"16"
"KDR"	"4"
"KEAP1"	"19"
"KEL"	"7"
"KEL"	"CHR_HSCHR7_2_CTG6"
"KERA"	"12"
"KHDC1"	"6"
"KHDRBS3"	"8"
"KHK"	"2"
"KHNYN"	"14"
"KIAA0040"	"1"
"KIAA0087"	"7"
"KIAA0100"	"17"
"KIAA0232"	"4"
"KIAA0319"	"6"
"KIAA0319L"	"1"
"KIAA0355"	"19"
"KIAA0355"	"CHR_HSCHR19_1_CTG3_1"
"KIAA0355"	"CHR_HSCHR19_2_CTG3_1"
"KIAA0408"	"6"
"KIAA0513"	"16"
"KIAA0556"	"16"
"KIAA0586"	"14"
"KIAA0753"	"17"
"KIAA0825"	"5"
"KIAA0895"	"7"
"KIAA0895L"	"16"
"KIAA0930"	"22"
"KIAA1109"	"4"
"KIAA1143"	"3"
"KIAA1143"	"CHR_HG2066_PATCH"
"KIAA1191"	"5"
"KIAA1210"	"X"
"KIAA1211L"	"2"
"KIAA1257"	"3"
"KIAA1324"	"1"
"KIAA1324L"	"7"
"KIAA1328"	"18"
"KIAA1522"	"1"
"KIAA1549"	"7"
"KIAA1549L"	"11"
"KIAA1586"	"6"
"KIAA1614"	"1"
"KIAA1671"	"22"
"KIAA1755"	"20"
"KIAA1841"	"2"
"KIAA1958"	"9"
"KIAA2026"	"9"
"KIDINS220"	"2"
"KIF11"	"10"
"KIF12"	"9"
"KIF13A"	"6"
"KIF14"	"1"
"KIF15"	"3"
"KIF15"	"CHR_HG2066_PATCH"
"KIF16B"	"20"
"KIF17"	"1"
"KIF18A"	"11"
"KIF18B"	"17"
"KIF19"	"17"
"KIF1A"	"2"
"KIF1B"	"1"
"KIF1C"	"17"
"KIF20A"	"5"
"KIF20B"	"10"
"KIF21A"	"12"
"KIF21B"	"1"
"KIF22"	"16"
"KIF23"	"15"
"KIF24"	"9"
"KIF25"	"6"
"KIF26A"	"14"
"KIF26B"	"CHR_HSCHR1_1_CTG32_1"
"KIF26B"	"1"
"KIF27"	"9"
"KIF2C"	"1"
"KIF3A"	"5"
"KIF3B"	"20"
"KIF3C"	"2"
"KIF4B"	"5"
"KIF5A"	"12"
"KIF5C"	"CHR_HSCHR2_2_CTG7_2"
"KIF5C"	"2"
"KIF6"	"6"
"KIF7"	"15"
"KIF9"	"3"
"KIF9-AS1"	"3"
"KIFAP3"	"1"
"KIFC1"	"6"
"KIFC1"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"KIFC1"	"CHR_HSCHR6_MHC_QBL_CTG1"
"KIFC1"	"CHR_HSCHR6_MHC_MCF_CTG1"
"KIFC2"	"8"
"KIFC3"	"16"
"KIN"	"10"
"KIR2DL4"	"CHR_HSCHR19KIR_G085_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_G248_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19_4_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1"
"KIR2DL4"	"19"
"KIR2DL4"	"CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_0019-4656-A_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_0019-4656-B_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_502960008-1_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_502960008-2_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_7191059-1_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_CA01-TB01_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_HG2394_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_7191059-2_CTG3_1"
"KIR2DL4"	"CHR_HSCHR19KIR_HG2396_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_G085_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_G248_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19_4_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1"
"KIR3DL2"	"19"
"KIR3DL2"	"CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_LRC_T_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_LRC_S_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_LRC_J_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_LRC_I_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_0019-4656-A_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_502960008-1_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_502960008-2_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_7191059-1_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_CA01-TB01_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_HG2394_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_7191059-2_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_HG2393_CTG3_1"
"KIR3DL2"	"CHR_HSCHR19KIR_HG2396_CTG3_1"
"KIRREL2"	"19"
"KIRREL3"	"11"
"KISS1"	"1"
"KISS1R"	"19"
"KIT"	"4"
"KITLG"	"12"
"KL"	"13"
"KLB"	"4"
"KLC2"	"11"
"KLC3"	"19"
"KLF1"	"19"
"KLF10"	"8"
"KLF11"	"2"
"KLF12"	"13"
"KLF13"	"15"
"KLF13"	"CHR_HSCHR15_4_CTG8"
"KLF15"	"3"
"KLF16"	"19"
"KLF17"	"1"
"KLF2"	"19"
"KLF3"	"4"
"KLF4"	"9"
"KLF5"	"13"
"KLF6"	"10"
"KLF7"	"2"
"KLF8"	"X"
"KLF9"	"9"
"KLHDC1"	"14"
"KLHDC10"	"7"
"KLHDC2"	"14"
"KLHDC3"	"6"
"KLHDC4"	"16"
"KLHDC7A"	"1"
"KLHDC7B"	"22"
"KLHDC8A"	"1"
"KLHDC8B"	"3"
"KLHDC9"	"1"
"KLHL10"	"17"
"KLHL11"	"17"
"KLHL12"	"1"
"KLHL13"	"X"
"KLHL14"	"18"
"KLHL15"	"X"
"KLHL17"	"1"
"KLHL18"	"3"
"KLHL2"	"4"
"KLHL20"	"1"
"KLHL21"	"1"
"KLHL22"	"22"
"KLHL23"	"2"
"KLHL24"	"3"
"KLHL25"	"15"
"KLHL26"	"19"
"KLHL28"	"14"
"KLHL29"	"2"
"KLHL3"	"5"
"KLHL30"	"2"
"KLHL31"	"6"
"KLHL32"	"6"
"KLHL33"	"14"
"KLHL34"	"X"
"KLHL35"	"11"
"KLHL36"	"16"
"KLHL38"	"8"
"KLHL4"	"X"
"KLHL41"	"2"
"KLHL42"	"12"
"KLHL5"	"4"
"KLHL6"	"3"
"KLHL7"	"7"
"KLHL8"	"4"
"KLHL9"	"9"
"KLK1"	"19"
"KLK10"	"19"
"KLK11"	"19"
"KLK12"	"19"
"KLK13"	"19"
"KLK14"	"19"
"KLK15"	"19"
"KLK3"	"19"
"KLK4"	"19"
"KLK6"	"19"
"KLK7"	"19"
"KLK8"	"19"
"KLLN"	"10"
"KLLN"	"CHR_HG2334_PATCH"
"KLRB1"	"12"
"KLRC1"	"12"
"KLRC2"	"12"
"KLRC3"	"12"
"KLRC4"	"12"
"KLRD1"	"12"
"KLRF1"	"12"
"KLRG1"	"12"
"KLRG2"	"7"
"KLRK1"	"12"
"KMO"	"1"
"KNDC1"	"10"
"KNSTRN"	"15"
"KNTC1"	"12"
"KPNA5"	"6"
"KPNA7"	"7"
"KPNA7"	"CHR_HG2088_PATCH"
"KPTN"	"19"
"KRBA1"	"7"
"KRBA2"	"17"
"KRBOX1"	"3"
"KRBOX4"	"X"
"KRCC1"	"2"
"KREMEN1"	"22"
"KREMEN2"	"16"
"KRI1"	"19"
"KRIT1"	"7"
"KRT1"	"12"
"KRT12"	"CHR_HSCHR17_4_CTG4"
"KRT12"	"17"
"KRT13"	"17"
"KRT14"	"17"
"KRT15"	"17"
"KRT16"	"17"
"KRT18P55"	"17"
"KRT222"	"17"
"KRT23"	"CHR_HSCHR17_4_CTG4"
"KRT23"	"17"
"KRT36"	"17"
"KRT39"	"CHR_HSCHR17_4_CTG4"
"KRT39"	"17"
"KRT4"	"12"
"KRT40"	"CHR_HSCHR17_4_CTG4"
"KRT40"	"17"
"KRT42P"	"17"
"KRT5"	"12"
"KRT6A"	"12"
"KRT6B"	"12"
"KRT6C"	"12"
"KRT7"	"12"
"KRT75"	"12"
"KRT80"	"12"
"KRT81"	"12"
"KRT83"	"12"
"KRT8P41"	"11"
"KRTAP4-1"	"17"
"KRTAP5-1"	"CHR_HSCHR11_1_CTG6"
"KRTAP5-1"	"CHR_HSCHR11_2_CTG1_1"
"KRTAP5-1"	"11"
"KRTAP5-4"	"CHR_HSCHR11_1_CTG6"
"KRTAP5-4"	"CHR_HSCHR11_2_CTG1_1"
"KRTAP5-4"	"11"
"KRTAP5-5"	"CHR_HSCHR11_1_CTG6"
"KRTAP5-5"	"CHR_HSCHR11_2_CTG1_1"
"KRTAP5-5"	"11"
"KRTAP5-9"	"11"
"KRTCAP3"	"2"
"KSR1"	"17"
"KSR2"	"12"
"KTI12"	"1"
"KTN1-AS1"	"14"
"KXD1"	"19"
"KY"	"3"
"KYNU"	"2"
"L1TD1"	"1"
"L3HYPDH"	"14"
"L3MBTL1"	"20"
"L3MBTL2"	"22"
"L3MBTL3"	"6"
"L3MBTL4"	"18"
"LACC1"	"13"
"LAG3"	"12"
"LAIR1"	"CHR_HSCHR19_4_CTG3_1"
"LAIR1"	"19"
"LAIR1"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LAIR1"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"LAIR1"	"CHR_HSCHR19LRC_PGF2_CTG3_1"
"LAIR2"	"CHR_HSCHR19_4_CTG3_1"
"LAIR2"	"19"
"LAIR2"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LAIR2"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LAMA1"	"18"
"LAMA2"	"6"
"LAMB4"	"7"
"LAMC3"	"9"
"LAMP3"	"3"
"LAMP5"	"20"
"LAMTOR4"	"7"
"LANCL3"	"X"
"LAPTM4A"	"2"
"LAPTM4B"	"8"
"LAPTM5"	"1"
"LARP1B"	"4"
"LARP6"	"15"
"LARS2-AS1"	"3"
"LAT"	"16"
"LAT2"	"7"
"LATS1"	"6"
"LATS2"	"13"
"LAX1"	"1"
"LAYN"	"11"
"LBH"	"2"
"LBX2"	"2"
"LBX2-AS1"	"2"
"LCA5"	"6"
"LCA5L"	"21"
"LCAT"	"16"
"LCK"	"1"
"LCLAT1"	"2"
"LCMT1"	"16"
"LCMT2"	"15"
"LCN10"	"9"
"LCN12"	"9"
"LCN15"	"9"
"LCN6"	"9"
"LCOR"	"10"
"LCORL"	"4"
"LCP2"	"5"
"LCT"	"2"
"LCTL"	"15"
"LDB1"	"10"
"LDB2"	"4"
"LDB3"	"10"
"LDHAL6A"	"11"
"LDHD"	"16"
"LDLR"	"19"
"LDLRAD1"	"1"
"LDLRAD2"	"1"
"LDLRAD3"	"11"
"LDLRAD4"	"18"
"LDLRAP1"	"1"
"LDOC1"	"X"
"LEAP2"	"5"
"LEF1"	"4"
"LEF1-AS1"	"4"
"LEFTY1"	"1"
"LEFTY2"	"1"
"LEKR1"	"3"
"LEMD1"	"1"
"LEMD1-AS1"	"1"
"LENG1"	"CHR_HSCHR19_4_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LENG1"	"19"
"LENG1"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_LRC_T_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_LRC_J_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_LRC_S_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_PGF2_CTG3_1"
"LENG1"	"CHR_HSCHR19LRC_LRC_I_CTG3_1"
"LENG8"	"CHR_HSCHR19_4_CTG3_1"
"LENG8"	"19"
"LENG8"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LENG8"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LENG9"	"CHR_HSCHR19_4_CTG3_1"
"LENG9"	"19"
"LENG9"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LENG9"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LEO1"	"15"
"LEP"	"7"
"LEPR"	"1"
"LEPROT"	"1"
"LEPROTL1"	"8"
"LETM2"	"8"
"LETMD1"	"12"
"LFNG"	"7"
"LGALS12"	"11"
"LGALS2"	"22"
"LGALS7"	"19"
"LGALS7"	"CHR_HG26_PATCH"
"LGALS7B"	"19"
"LGALS7B"	"CHR_HG26_PATCH"
"LGALS8"	"1"
"LGALS8-AS1"	"1"
"LGALS9C"	"17"
"LGALS9C"	"CHR_HSCHR17_3_CTG1"
"LGALSL"	"2"
"LGI1"	"10"
"LGI2"	"4"
"LGI3"	"8"
"LGI4"	"19"
"LGR4"	"11"
"LGR5"	"12"
"LGR6"	"1"
"LHB"	"19"
"LHFPL1"	"X"
"LHFPL2"	"5"
"LHFPL3"	"7"
"LHFPL3-AS2"	"7"
"LHX2"	"9"
"LHX4"	"1"
"LHX6"	"9"
"LIAS"	"4"
"LIF"	"22"
"LIFR"	"5"
"LIG4"	"13"
"LILRA1"	"CHR_HSCHR19_4_CTG3_1"
"LILRA1"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LILRA1"	"19"
"LILRA1"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LILRA2"	"CHR_HSCHR19_4_CTG3_1"
"LILRA2"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LILRA2"	"19"
"LILRA2"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LILRA4"	"CHR_HSCHR19_4_CTG3_1"
"LILRA4"	"19"
"LILRA4"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"LILRA4"	"CHR_HSCHR19LRC_PGF2_CTG3_1"
"LILRA5"	"CHR_HSCHR19_4_CTG3_1"
"LILRA5"	"19"
"LILRA5"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LILRA5"	"CHR_HSCHR19LRC_COX2_CTG3_1"
"LILRA5"	"CHR_HSCHR19LRC_PGF2_CTG3_1"
"LILRA6"	"CHR_HSCHR19_4_CTG3_1"
"LILRA6"	"19"
"LILRA6"	"CHR_HSCHR19LRC_COX1_CTG3_1"
"LILRA6"	"CHR_HSCHR19LRC_PGF1_CTG3_1"
"LILRA6"	"CHR_HSCHR19LRC_PGF2_CTG3_1"
"LILRB1"	"CHR_HSCHR19_4_CTG3_1"
"LILRB1"	"19"
"LILRB1"	"CHR_HSCHR19LRC_COX1_CTG3_1"
